Index,ID,School,Major,GPA,Language,Target School,Target Major,Degree,Result,Intern,Work,Paper,Competition,Exchange,Scholarship,School Name,Apecial Name 
35,16,6,6,3,4,5,2,MS,0.9,0,0,0,0,0,0,Singapore Management University,Applied Finance
36,16,6,6,3,4,1,7,MS,0.9,0,0,0,0,0,0,National University of Singapore,Mathematics
37,16,6,6,3,4,1,7,MS,0.9,0,0,0,0,0,0,National University of Singapore,Statistics
38,17,4,7,3,4,1,3,MS,1.0,0,0,1,0,0,0,National University of Singapore,Materials Science and Engineering
39,17,4,7,3,4,1,3,MS,0.8,0,0,1,0,0,0,National University of Singapore,Materials Science and Engineering
40,18,4,4,3,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Signal processing
41,18,4,4,3,3,2,4,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Signal processing
42,18,4,4,3,3,4,4,MS,1.0,0,0,0,0,0,0,Delft University of Technology,Signal processing
43,18,4,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,Imperial College London,Signal processing
44,18,4,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,Imperial College London,Signal processing
45,18,4,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,University College London,Telecommunications
46,18,4,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,University College London,Signal processing
47,18,4,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,National University of Singapore,Signal processing
48,18,4,4,3,3,2,4,MS,0.7,0,0,0,0,0,0,Ecole Polytechnique Federale de Lausanne,Signal processing
49,18,4,4,3,3,1,4,MS,1.0,0,0,0,0,0,0,Imperial College London,Signal processing
50,18,4,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,National University of Singapore,Electrical Engineering
51,18,4,4,3,3,2,4,MS,0.7,0,0,0,0,0,0,Nanyang Technological University,Signal processing
52,19,4,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Computer Science
53,20,4,7,2,3,1,7,MS,1.0,0,0,1,1,0,1,National University of Singapore,Statistics
54,21,4,4,5,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Power Engineering
55,22,4,4,3,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Computer Science
56,23,4,6,3,4,1,6,MS,1.0,1,0,1,0,0,0,National University of Singapore,applied economics
57,24,4,4,5,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Information Studies
58,25,4,6,3,2,1,5,MS,1.0,0,0,0,0,0,0,National University of Singapore,Public policy
59,26,4,3,5,4,1,3,MS,1.0,0,0,0,0,0,0,National University of Singapore,Mechanical Engineering
60,27,4,5,3,2,3,5,MS,1.0,0,0,0,1,1,0,The Chinese University of Hong Kong,law
61,27,4,5,3,2,3,5,MS,1.0,0,0,0,1,1,0,The Chinese University of Hong Kong,law                               
62,27,4,5,3,2,1,5,MS,1.0,0,0,0,1,1,0,National University of Singapore,Intellectual Property Law
63,28,6,5,4,2,1,5,MS,1.0,1,0,0,1,0,1,National University of Singapore,Corporate and Financial Services Law
64,29,4,6,1,4,1,6,MS,1.0,0,0,0,1,0,0,National University of Singapore,Quantitative Finance
65,29,4,6,1,4,1,6,MS,0.7,0,0,0,1,0,0,Imperial College London,Quantitative Finance
66,29,4,6,1,4,2,6,MS,0.7,0,0,0,1,0,0,The University of Manchester,Quantitative Finance
67,29,4,6,1,4,2,6,MS,0.7,0,0,0,1,0,0,University of Edinburgh,Quantitative Finance  
68,29,4,6,1,4,1,6,MS,0.7,0,0,0,1,0,0,University College London,Quantitative Finance
69,29,4,6,1,4,2,6,MS,0.7,0,0,0,1,0,0,Nanyang Technological University,Quantitative Finance
70,30,6,7,3,4,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,Chemistry for Energy and Enviroment
71,30,6,7,3,4,2,7,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Chemistry for Energy and Enviroment
72,30,6,7,3,4,2,7,MS,1.0,0,0,0,0,0,0,The Hong Kong University of Science and Technology,Chemistry for Energy and Enviroment
73,30,6,7,3,4,2,7,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Chemistry for Energy and Enviroment
74,30,6,7,3,4,2,7,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Chemistry for Energy and Enviroment
75,30,6,7,3,4,2,7,MS,1.0,0,0,0,0,0,0,The University of Manchester,Chemistry
76,30,6,7,3,4,4,7,MS,1.0,0,0,0,0,0,0,University of Glasgow,Chemistry
77,30,6,7,3,4,4,7,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Chemistry
78,30,6,7,3,4,4,7,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Chemistry for Energy and Enviroment
79,30,6,7,3,4,4,7,MS,1.0,0,0,0,0,0,0,University of Leeds,Chemistry
80,31,2,3,4,3,2,3,MS,1.0,1,0,0,0,0,0,Nanyang Technological University,Civil Engineering
81,31,2,3,4,3,2,3,MS,1.0,1,0,0,0,0,0,The University of Hong Kong,Civil Engineering
82,31,2,3,4,3,2,3,MS,1.0,1,0,0,0,0,0,The Hong Kong University of Science and Technology,Civil Engineering
83,31,2,3,4,3,1,3,MS,0.9,1,0,0,0,0,0,University College London,Construction Management
84,31,2,3,4,3,2,3,MS,1.0,1,0,0,0,0,0,The University of Manchester,Construction Management
85,32,5,3,3,4,1,3,MS,0.9,0,1,0,1,0,0,National University of Singapore,Mechanical Engineering
86,32,5,3,3,4,1,3,MS,0.7,0,1,0,1,0,0,National University of Singapore,Mechanical Engineering
87,32,5,3,3,4,1,3,MS,0.9,0,1,0,1,0,0,National University of Singapore,Mechanical Engineering
88,32,5,3,3,4,2,4,MS,0.7,0,1,0,1,0,0,Nanyang Technological University,Artificial Intelligence
89,33,5,4,3,4,1,4,MS,1.0,0,0,0,0,0,0,National University of Singapore,MComp (Information System)                                    
90,34,2,7,2,3,1,4,MS,1.0,0,0,0,0,0,0,National University of Singapore,Electrical and Computer Engineering
91,35,4,4,3,3,1,4,MS,1.0,0,1,0,1,0,1,National University of Singapore,Electrical Engineering
92,35,4,4,3,3,3,4,MS,1.0,0,1,0,1,0,1,Kings College London,Electrical Engineering
93,36,4,6,3,3,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,financial mathematics
94,37,6,5,4,2,1,5,MS,1.0,0,0,0,0,0,0,National University of Singapore,Southeast Asian studies
95,38,4,5,3,3,2,5,MS,1.0,0,0,0,0,0,0,The University of Hong Kong,Common Law
96,38,4,5,3,3,2,5,MS,1.0,0,0,0,0,0,0,The University of Hong Kong,Common Law
97,38,4,5,3,3,1,5,MS,1.0,0,0,0,0,0,0,National University of Singapore,Common Law
98,38,4,5,3,3,3,5,MS,1.0,0,0,0,0,0,0,The Chinese University of Hong Kong,Common Law
99,39,5,4,2,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Electrical and Electronics Engineering
100,39,5,4,2,3,1,4,MS,1.0,0,0,0,0,0,0,National University of Singapore,Electrical and Electronics Engineering
101,39,5,4,2,3,4,4,MS,1.0,0,0,0,0,0,0,Royal Institute of Technology,Electrical and Electronics Engineering
102,39,5,4,2,3,1,4,MS,1.0,0,0,0,0,0,0,National University of Singapore,Electrical and Electronics Engineering
103,40,4,3,4,4,2,3,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Mechanical Engineering
104,41,4,6,3,1,2,6,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Applied Economics
105,42,2,5,3,4,2,6,MS,1.0,1,0,0,1,0,0,Nanyang Technological University,Applied Economics
106,42,2,5,3,4,2,6,MS,1.0,1,0,0,1,0,0,Nanyang Technological University,Managerial Economics
107,42,2,5,3,4,2,6,MS,0.7,1,0,0,1,0,0,Nanyang Technological University,Applied Economics
108,43,4,4,5,4,2,6,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,applied economics
109,44,2,4,2,1,2,4,MS,1.0,0,0,0,0,1,0,Nanyang Technological University,Artificial Intelligence
110,44,2,4,2,1,2,4,MS,1.0,0,0,0,0,1,0,Nanyang Technological University,Artificial Intelligence
111,44,2,4,2,1,1,4,MS,0.7,0,0,0,0,1,0,National University of Singapore,Electrical Engineering
112,44,2,4,2,1,2,4,MS,0.7,0,0,0,0,1,0,The University of Manchester,Artificial Intelligence
113,44,2,4,2,1,2,4,MS,1.0,0,0,0,0,1,0,The University of Manchester,Artificial Intelligence
114,44,2,4,2,1,1,4,MS,1.0,0,0,0,0,1,0,Imperial College London,Artificial Intelligence
115,44,2,4,2,1,2,4,MS,1.0,0,0,0,0,1,0,University of Edinburgh,Informatics
116,44,2,4,2,1,1,4,MS,1.0,0,0,0,0,1,0,Imperial College London,Artificial Intelligence
117,45,2,4,5,4,5,4,MS,1.0,0,0,1,0,0,0,Singapore Management University,Computer Science
118,46,4,7,2,3,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,Mathematics
119,46,4,7,2,3,2,7,MS,1.0,0,0,0,0,0,0,The Hong Kong University of Science and Technology,Mathematics
120,47,4,3,2,2,2,4,MS,0.9,0,0,1,1,0,1,Nanyang Technological University,Computer Control & Automation
121,47,4,3,2,2,1,4,MS,1.0,0,0,1,1,0,1,National University of Singapore,Computer Control & Automation
122,47,4,3,2,2,2,3,MS,1.0,0,0,1,1,0,1,Nanyang Technological University,Mechanical Engineering
123,47,4,3,2,2,2,3,MS,0.7,0,0,1,1,0,1,Nanyang Technological University,Electronics
124,47,4,3,2,2,1,3,MS,0.7,0,0,1,1,0,1,National University of Singapore,Mechanical Engineering
125,48,4,6,2,2,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,Enterprise Business Analytics
126,49,5,3,2,3,1,3,MS,1.0,0,0,0,0,0,0,National University of Singapore,Logistics and Supply Chain Management
128,50,1,7,3,2,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,Chemical Engineering
129,51,4,3,3,4,2,3,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Civil Engineering
130,52,1,3,4,4,1,3,MS,1.0,0,1,0,1,0,0,National University of Singapore,Civil Engineering
131,53,4,4,3,3,1,4,MS,1.0,0,0,1,1,0,0,National University of Singapore,Electrical and Electronics Engineering
132,53,4,4,3,3,2,4,MS,1.0,0,0,1,1,0,0,Nanyang Technological University,Electrical and Electronics Engineering
133,54,5,3,3,1,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,Enterprise Business Analytics
134,54,5,3,3,1,2,2,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Enterprise Business Analytics
135,54,5,3,3,1,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,Enterprise Business Analytics
136,54,5,3,3,1,2,2,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Enterprise Business Analytics
137,55,4,3,2,3,1,3,MS,0.7,1,0,0,1,0,0,Eidgenossische Technische Hochschule Zürich,Integrated Building Systems
138,55,4,3,2,3,2,3,MS,0.7,1,0,0,1,0,0,Nanyang Technological University,Integrated Building Systems
139,55,4,3,2,3,2,3,MS,0.9,1,0,0,1,0,0,Nanyang Technological University,Integrated Building Systems
140,55,4,3,2,3,2,3,MS,0.9,1,0,0,1,0,0,Nanyang Technological University,Integrated Building Systems
141,55,4,3,2,3,1,3,MS,0.7,1,0,0,1,0,0,National University of Singapore,Integrated Building Systems
142,55,4,3,2,3,1,2,MS,0.9,1,0,0,1,0,0,National University of Singapore,Integrated Building Systems
143,55,4,3,2,3,1,3,MS,0.7,1,0,0,1,0,0,National University of Singapore,Integrated Building Systems
144,56,5,4,3,4,2,4,MS,1.0,1,0,0,1,0,1,Nanyang Technological University,Signal Processing
145,56,5,4,3,4,4,4,MS,0.7,1,0,0,1,0,1,The University of Sheffield,Signal Processing
146,56,5,4,3,4,4,4,MS,1.0,1,0,0,1,0,1,The University of Sheffield,Signal Processing
147,56,5,4,3,4,4,4,MS,1.0,1,0,0,1,0,1,University Of Southampton,Signal Processing
148,56,5,4,3,4,4,4,MS,1.0,1,0,0,1,0,1,The University of Sheffield,Signal Processing
149,56,5,4,3,4,4,4,MS,1.0,1,0,0,1,0,1,University of Glasgow,Signal Processing
150,56,5,4,3,4,2,4,MS,0.7,1,0,0,1,0,1,Nanyang Technological University,Signal Processing
151,56,5,4,3,4,1,4,MS,0.7,1,0,0,1,0,1,National University of Singapore,Signal Processing
152,57,4,5,2,2,2,5,MS,1.0,1,0,0,1,0,0,University of Edinburgh,Law
153,57,4,5,2,2,4,5,MS,1.0,1,0,0,1,0,0,Durham University,Law
154,57,4,5,2,2,1,5,MS,1.0,1,0,0,1,0,0,University College London,Law
155,57,4,5,2,2,1,5,MS,1.0,1,0,0,1,0,0,National University of Singapore,Law
156,57,4,5,2,2,3,5,MS,1.0,1,0,0,1,0,0,Kings College London,Law
157,57,4,5,2,2,5,5,MS,1.0,1,0,0,1,0,0,University of Macau,Law
158,57,4,5,2,2,2,5,MS,0.7,1,0,0,1,0,0,University of Toronto,Law
159,58,4,4,4,2,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Signal Processing
160,59,4,5,2,3,1,5,MS,1.0,0,0,0,0,0,0,National University of Singapore,International Affairs
161,59,4,5,2,3,2,5,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,International Affairs
162,60,2,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Information System
163,60,2,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,National University of Singapore,Computer Science
164,60,2,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Information System
165,61,4,5,2,2,1,5,MS,1.0,0,0,0,0,0,0,National University of Singapore,English Language and Linguistics
166,62,6,5,5,2,1,5,MS,1.0,0,0,0,0,0,0,National University of Singapore,English Language Studies
167,62,6,5,5,2,3,5,MS,1.0,0,0,0,0,0,0,The University of Melbourne,English Language Studies
168,63,6,5,4,4,5,6,MS,1.0,0,0,0,0,0,0,Singapore Management University,Applied Economics
169,64,4,3,3,2,1,3,MS,1.0,0,0,0,0,0,0,National University of Singapore,Mechanical Engineering
170,65,6,4,3,2,5,2,MS,1.0,0,0,0,0,0,0,Singapore Management University,Marketing
171,66,4,7,4,4,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,Chemical Engineering
172,67,4,7,3,4,2,3,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,International Construction Management
173,67,4,7,3,4,4,3,MS,1.0,0,0,0,0,0,0,Royal Institute of Technology,International Construction Management
174,67,4,7,3,4,2,3,MS,1.0,0,0,0,0,0,0,The University of Manchester,Construction Management
175,67,4,7,3,4,5,3,MS,1.0,0,0,0,0,0,0,Politecnico di Milano,International Construction Management
176,67,4,7,3,4,1,3,MS,1.0,0,0,0,0,0,0,National University of Singapore,Civil Engineering
177,68,6,4,2,3,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,Enterprise Business Analytics
178,68,6,4,2,3,3,2,MS,1.0,0,0,0,0,0,0,The Chinese University of Hong Kong,Enterprise Business Analytics
179,69,4,3,3,4,1,3,MS,1.0,0,1,0,0,0,0,National University of Singapore,Real Estate
180,69,4,3,3,4,2,3,MS,1.0,0,1,0,0,0,0,Nanyang Technological University,Real Estate
181,69,4,3,3,4,4,3,MS,1.0,0,1,0,0,0,0,Delft University of Technology,Real Estate
182,69,4,3,3,4,4,3,MS,1.0,0,1,0,0,0,0,Royal Institute of Technology,Real Estate
183,69,4,3,3,4,5,3,MS,1.0,0,1,0,0,0,0,Politecnico di Milano,Real Estate
184,70,6,5,4,3,2,2,MS,1.0,0,1,0,0,0,0,Nanyang Technological University,Asset and Wealth Management
185,71,5,3,3,2,2,4,MS,1.0,1,0,0,0,0,0,Nanyang Technological University,Computer Control and Automation
186,71,5,3,3,2,1,4,MS,1.0,1,0,0,0,0,0,National University of Singapore,Computer Control and Automation
187,72,2,7,4,3,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,Department of Industrial Systems Engineering & Management
188,73,6,6,3,3,2,8,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Educational Psychology
189,74,4,5,4,4,2,5,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,China and Global Governance
190,75,4,5,3,3,2,5,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,China and Global Governance
191,76,2,2,5,1,2,5,MS,1.0,1,0,0,0,0,0,Nanyang Technological University,International Political Economy
192,76,2,2,5,1,3,5,MS,1.0,1,0,0,0,0,0,The Chinese University of Hong Kong,International Political Economy
193,76,2,2,5,1,3,5,MS,1.0,1,0,0,0,0,0,The Chinese University of Hong Kong,International Political Economy
194,77,4,6,4,3,2,5,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Asian Studies
195,78,2,7,4,4,1,4,MS,1.0,1,0,0,0,0,0,National University of Singapore,Data science
196,78,2,7,4,4,1,6,MS,1.0,1,0,0,0,0,0,National University of Singapore,Economics and Econometrics
197,79,4,5,4,3,2,5,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Master of education (English)
198,79,4,5,4,3,2,5,MS,1.0,0,0,0,0,0,0,The University of Hong Kong,Master of education (English)
199,80,2,3,3,4,2,3,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Logistics and Supply Chain Management
200,81,5,3,5,3,2,3,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Logistics and Supply Chain Management
201,82,5,5,4,3,2,8,MS,1.0,0,0,1,0,1,0,Nanyang Technological University,communication studies
202,83,4,4,5,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,information systems
203,83,4,4,5,3,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,information systems
204,83,4,4,5,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,information systems
205,83,4,4,5,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,information systems
206,83,4,4,5,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,information systems
207,84,5,2,2,3,1,6,MS,1.0,0,0,0,0,0,0,National University of Singapore,Economics and Econometrics
208,84,5,2,2,3,1,6,MS,1.0,0,0,0,0,0,0,National University of Singapore,Economics and Econometrics
209,84,5,2,2,3,2,6,MS,1.0,0,0,0,0,0,0,The University of Hong Kong,Economics and Econometrics
210,84,5,2,2,3,4,6,MS,1.0,0,0,0,0,0,0,The University of Warwick,Economics and Econometrics
211,85,2,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Science in Artificial Intelligence
212,85,2,4,3,3,1,4,MS,0.7,0,0,0,0,0,0,National University of Singapore,Computer Science
213,86,5,5,2,2,2,5,MS,0.9,0,0,0,0,0,1,Nanyang Technological University,International Relations and National Security Studies
214,87,5,5,3,2,2,5,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Asian Studies
215,87,5,5,3,2,3,5,MS,1.0,0,0,0,0,0,0,The University of Melbourne,Asian Studies
216,87,5,5,3,2,5,5,MS,0.7,0,0,0,0,0,0,University Leiden,Asian Studies
217,88,4,3,3,2,2,3,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Mechanical Engineering
218,88,4,3,3,2,3,4,MS,1.0,0,0,0,0,0,0,Kings College London,Robotics and Automation Engineering
219,88,4,3,3,2,2,3,MS,1.0,0,0,0,0,0,0,The University of Manchester,Mechanical Engineering
220,88,4,3,3,2,4,4,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Robotics and Automation Engineering
221,89,2,5,3,3,1,5,MS,0.9,0,0,0,0,0,0,National University of Singapore,Southeast Asian Studies
222,89,2,5,3,3,2,5,MS,0.7,0,0,0,0,0,0,Nanyang Technological University,Asian Studies
223,89,2,5,3,3,2,5,MS,0.7,0,0,0,0,0,0,Nanyang Technological University,International Relations and National Security Studies
224,90,4,4,3,2,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,communication engineering                                    
225,91,5,4,3,3,1,4,MS,0.9,0,0,0,0,0,0,National University of Singapore,Intelligent Systems
226,91,5,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,The University of Manchester,Artificial Intelligence
227,92,4,4,3,3,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Artificial Intelligence
228,93,4,3,5,3,1,3,MS,0.9,0,0,0,0,0,0,National University of Singapore,Mechanical Engineering
229,94,4,6,2,2,2,6,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,IGP-ICRM
230,95,4,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Computer Control and Automation
231,95,4,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Computer Control and Automation
232,95,4,4,3,3,2,4,MS,0.9,0,0,0,0,0,0,Nanyang Technological University,Computer Control and Automation
233,96,4,3,4,3,2,3,MS,1.0,0,0,0,0,0,1,Nanyang Technological University,Electronics
234,96,4,3,4,3,2,3,MS,1.0,0,0,0,0,0,1,Nanyang Technological University,Electronics
235,97,5,4,3,4,1,7,MS,1.0,0,0,0,0,0,1,National University of Singapore,Statistics
236,97,5,4,3,4,2,7,MS,1.0,0,0,0,0,0,1,Nanyang Technological University,Statistics
237,97,5,4,3,4,1,7,MS,1.0,0,0,0,0,0,1,National University of Singapore,Statistics
238,98,6,7,3,4,1,7,MS,1.0,1,0,0,1,0,1,National University of Singapore,Statistics
239,99,4,7,3,4,1,4,MS,1.0,1,0,0,0,0,1,National University of Singapore,Data Science and Machine Learning
240,100,2,7,4,3,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,Chemical Engineering
241,100,2,7,4,3,1,3,MS,1.0,0,0,0,0,0,0,National University of Singapore,Materials Engineering
242,100,2,7,4,3,1,7,MS,1.0,0,0,0,0,0,0,University College London,Chemical Engineering
243,100,2,7,4,3,1,7,MS,1.0,0,0,0,0,0,0,University College London,Chemical Engineering
244,100,2,7,4,3,1,7,MS,0.7,0,0,0,0,0,0,Imperial College London,Chemical Engineering
245,100,2,7,4,3,1,7,MS,1.0,0,0,0,0,0,0,Imperial College London,Advanced Chemical Engineering with Biotechnology
246,100,2,7,4,3,2,7,MS,1.0,0,0,0,0,0,0,The University of Manchester,Chemical Engineering
247,101,4,4,4,3,2,3,MS,1.0,1,1,0,1,0,1,Nanyang Technological University,Electronics
248,101,4,4,4,3,2,3,MS,1.0,1,1,0,1,0,1,The Hong Kong University of Science and Technology,Electronics
249,101,4,4,4,3,3,3,MS,1.0,1,1,0,1,0,1,The Chinese University of Hong Kong,Electronics
250,102,4,3,3,4,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,Quantitative Finance
251,102,4,3,3,4,3,2,MS,1.0,0,0,0,0,0,0,The Chinese University of Hong Kong,Quantitative Finance
252,102,4,3,3,4,2,2,MS,1.0,0,0,0,0,0,0,The Hong Kong University of Science and Technology,Quantitative Finance
253,102,4,3,3,4,2,2,MS,1.0,0,0,0,0,0,0,The Hong Kong University of Science and Technology,Quantitative Finance
254,103,4,3,2,4,1,3,MS,1.0,1,0,0,1,0,1,National University of Singapore,Applied GIS
255,104,2,4,2,4,2,2,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,business  analytics
256,104,2,4,2,4,2,2,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,business  analytics
257,105,4,7,3,3,1,2,MS,1.0,0,0,0,0,0,0,National University of Singapore,quantitative finance
258,106,5,3,3,4,1,3,MS,1.0,0,0,1,1,0,0,National University of Singapore,Landscape Architecture
259,106,5,3,3,4,5,3,MS,0.7,0,0,1,1,0,0,Wageningen University,Landscape Architecture
260,106,5,3,3,4,4,3,MS,1.0,0,0,1,1,0,0,The University of Western Australia,Landscape Architecture
261,106,5,3,3,4,3,3,MS,1.0,0,0,1,1,0,0,University of British Columbia,Landscape Architecture
262,106,5,3,3,4,5,3,MS,0.7,0,0,1,1,0,0,University of Guelph,Landscape Architecture
263,106,5,3,3,4,5,3,MS,0.7,0,0,1,1,0,0,University of Calgary,Landscape Architecture
264,107,5,6,3,4,5,2,MS,0.9,0,0,0,0,0,0,Singapore Management University,MQF quantitative finance
